name,steam_id,position,role,gp_s,pts,g,a,p_per_gp,shots,passes,exits,entries,hits,turnovers,takeaways,touches,possession_s,fow,fol,gp_g,sa,ga,body_sv,stick_sv,gaa,sv_pct,wins,so,sp,sp_per_gp,xG,xGA,team_id,player_key,toi_s,toi_g,toi_total,toi_gp_s,toi_gp_g,toi_gp,blocks,defensive_passes,offensive_passes,defensive_turnovers,offensive_turnovers,defensive_takeaways,offensive_takeaways
Greenporkiepine,76561199098356294,S/G,,9,5,2,3,0.5555555555555556,11,67,23,11,0,1,15,399,276.3,0,0,1,7,2,3,2,2,0.7142857142857143,0,0,641.5,64.15,0.36,1.04,VIC,name:Greenporkiepine,8100,900,9000,900,900,900,3,64,3,0,1,14,1
Dan,76561199071381428,S/G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,VIC,name:Dan,0,0,0,0,0,0,0,0,0,0,0,0,0
GrantOsaurus,76561199387690211,S/G,,12,8,4,4,0.6666666666666666,30,92,19,34,7,12,27,719,557.8,0,0,0,0,0,0,0,0,0,0,0,983,81.91666666666667,5.85,0.00,VIC,name:GrantOsaurus,10800,0,10800,900,0,900,2,52,40,1,11,17,10
KANE,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,VIC,name:KANE,0,0,0,0,0,0,0,0,0,0,0,0,0
cat,76561198103395907,S,,7,16,7,9,2.3284016492845017,22,88,35,34,2,11,13,672,517.9,0,0,0,0,0,0,0,0,0,0,0,1176.5,171.210283773951,5.00,0.00,KLN,name:cat,6184.5,0,6184.5,883.5,0,883.5,1,57,31,4,7,11,2
Jyler,76561198299335773,S,,18,18,11,7,0.991104530938368,81,170,48,92,19,31,22,1633,1231.3,42,69,0,0,0,0,0,0,0,0,0,1957.5,107.78261773954752,13.81,0.00,VIC,name:Jyler,16345.4,0,16345.4,908.0777777777778,0,908.0777777777778,1,63,94,1,30,12,10
Gedaliah,76561198136322389,G,,3,2,0,2,0.6666666666666666,4,59,11,16,0,3,7,286,115.19999999999999,0,0,9,94,18,47,29,1.9647318504863318,0.8085106382978724,3,0,991.5,81.52739963820417,1.86,13.68,VIC,name:Gedaliah,2700,8245.4,10945.4,900,916.1555555555556,912.1166666666667,0,47,12,0,3,7,0
GOOGI,76561198311773711,S,,13,25,15,10,1.9080732700135685,41,132,33,53,0,20,27,1096,815.0999999999999,0,0,0,0,0,0,0,0,0,0,0,1998.5,152.53137720488468,10.27,0.00,206,name:GOOGI,11792,0,11792,907.0769230769231,0,907.0769230769231,0,71,61,3,17,19,8
Gaara,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,VIC,name:Gaara,0,0,0,0,0,0,0,0,0,0,0,0,0
Oodoo,76561198872690627,S,,5,4,0,4,1.0419681620839363,1,49,20,12,0,5,7,304,220.1,0,0,1,2,1,0,1,1,0.5,1,0,325,67.16417910447761,0.31,0.26,CGY,name:Oodoo,3455,900,4355,691,900,725.8333333333334,1,42,7,1,4,6,1
Draisaitl,76561199060203717,S,,9,14,3,11,1.3721305048569066,20,96,30,32,0,2,14,548,320.29999999999995,1,2,0,0,0,0,0,0,0,0,0,1037,101.63566668118658,4.31,0.00,CGY,name:Draisaitl,9182.8,0,9182.8,1020.311111111111,0,1020.311111111111,3,62,34,1,1,12,2
WillRob,76561198812436538,G,,0,3,0,3,0,0,57,12,4,0,3,5,246,61,0,0,18,171,43,70,58,2.2580212265664654,0.7485380116959064,8,4,1912.5,100.42943246065965,0.00,24.93,206,name:WillRob,0,17138.9,17138.9,0,952.1611111111112,952.1611111111112,0,57,0,3,0,5,0
Knodel,76561198811763552,S/G,,22,49,30,19,2.195537234519222,129,215,68,147,4,60,24,2823,2182.7,72,60,0,0,0,0,0,0,0,0,0,3817.5,171.05027332198225,24.41,0.00,KLN,name:Knodel,20086.2,0,20086.2,913.0090909090909,0,913.0090909090909,2,72,139,9,51,11,13
Weariertomato,,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,CGY,name:Weariertomato,0,0,0,0,0,0,0,0,0,0,0,0,0
Son,76561199067236208,S,,14,19,7,12,1.2234560128212466,32,146,47,68,4,27,18,1076,772.1999999999999,17,17,0,0,0,0,0,0,0,0,0,1470,94.65685993932803,6.50,0.00,CGY,name:Son,13976.8,0,13976.8,998.342857142857,0,998.342857142857,1,79,65,10,17,16,2
Woo,76561198217845669,S,,9,18,2,16,1.767227743293807,11,110,45,42,3,16,10,731,601.4,0,2,0,0,0,0,0,0,0,0,0,1039.5,102.05740217521736,3.28,0.00,CGY,name:Woo,9166.9,0,9166.9,1018.5444444444444,0,1018.5444444444444,2,70,40,5,11,7,3
TSUJIMOTO,76561199191382864,S,,12,10,1,9,0.9375,2,98,35,25,0,6,13,447,279.6,0,0,0,0,0,0,0,0,0,0,0,732.5,68.671875,0.29,0.00,CGY,name:TSUJIMOTO,9600,0,9600,800,0,800,3,84,14,3,3,13,0
Sorg,,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,CGY,name:Sorg,0,0,0,0,0,0,0,0,0,0,0,0,0
NoahWR,76561198385814840,S,,2,6,2,4,2.738059020383328,9,29,7,11,0,2,3,188,118.1,7,1,0,0,0,0,0,0,0,0,0,398,181.62458168542744,1.52,0.00,206,name:NoahWR,1972.2,0,1972.2,986.1,0,986.1,0,16,12,0,2,2,1
Bwall,76561198278689368,S,,17,21,10,11,1.0182147301730964,52,225,59,80,14,30,32,1739,1237.3000000000002,48,38,0,0,0,0,0,0,0,0,0,2081.5,100.92447432644286,10.28,0.00,VAN,name:Bwall,18561.9,0,18561.9,1091.8764705882354,0,1091.8764705882354,3,112,88,8,21,20,11
Stinger,76561198864076771,S,,19,23,10,13,1.0467444729869133,46,188,65,89,1,43,30,1627,1247.3999999999999,2,4,0,0,0,0,0,0,0,0,0,1931.5,87.90378041627056,11.57,0.00,VAN,name:Stinger,19775.6,0,19775.6,1040.8210526315788,0,1040.8210526315788,5,103,85,5,38,22,8
Hater,,S/G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,VAN,name:Hater,0,0,0,0,0,0,0,0,0,0,0,0,0
KeitoNakamura,76561198275780756,G,,0,0,0,0,0,0,2,0,0,0,0,0,5,0.3,0,0,1,4,1,2,1,2.5641025641025643,0.75,1,0,35,89.74358974358974,0.00,0.88,CGY,name:KeitoNakamura,0,351,351,0,351,351,0,2,0,0,0,0,0
Marsamune,76561198054769515,S,,5,8,1,7,1.0469529307411554,4,124,60,36,0,8,7,694,549.1,0,0,0,0,0,0,0,0,0,0,0,713.5,93.37511451047679,0.78,0.00,VAN,name:Jarry,6877.1,0,6877.1,1375.42,0,1375.42,0,78,24,2,6,5,0
Frolov,76561198020702570,S,,17,19,6,13,0.9718172983479105,35,163,44,55,12,16,29,1191,957.1000000000001,27,15,0,0,0,0,0,0,0,0,0,1649,84.34351184082655,9.17,0.00,VAN,name:Frolov,17595.9,0,17595.9,1035.0529411764708,0,1035.0529411764708,4,83,75,2,14,19,9
