name,steam_id,position,role,gp_s,pts,g,a,p_per_gp,shots,passes,exits,entries,hits,turnovers,takeaways,touches,possession_s,fow,fol,gp_g,sa,ga,body_sv,stick_sv,gaa,sv_pct,wins,so,sp,sp_per_gp,xG,xGA,team_id,player_key,toi_s,toi_g,toi_total,toi_gp_s,toi_gp_g,toi_gp,blocks,defensive_passes,offensive_passes,defensive_turnovers,offensive_turnovers,defensive_takeaways,offensive_takeaways
ElitestPeggerson,76561198034215852,S,,6,2,2,0,0.3333333333333333,8,40,16,10,2,3,10,331,252.70000000000002,1,4,0,0,0,0,0,0,0,0,0,371,61.833333333333336,1.71,0.00,CG67,name:ElitestPeggerson,5400,0,5400,900,0,900,2,25,15,1,2,8,2
ethswan,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,FOX,name:ethswan,0,0,0,0,0,0,0,0,0,0,0,0,0
extendo,76561198731242562,S,,1,0,0,0,0,0,17,5,1,0,0,3,70,49.5,0,0,0,0,0,0,0,0,0,0,0,71,71,0.00,0.00,PP,name:extendo,900,0,900,900,0,900,0,14,3,0,0,2,1
Fly,76561199349727090,S,,12,15,6,9,1.25,42,135,102,92,2,31,30,1870,1554.3999999999999,0,0,0,0,0,0,0,0,0,0,0,1501.5,125.125,8.43,0.00,FOX,name:Fly,10800,0,10800,900,0,900,5,93,42,3,29,23,7
FlyinCharles,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:FlyinCharles,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD,76561198042105035,S,,6,5,0,5,0.8333333333333334,8,43,11,23,2,3,2,335,202.5,0,0,0,0,0,0,0,0,0,0,0,341.5,56.916666666666664,1.04,0.00,BRG,name:FORD,5400,0,5400,900,0,900,1,31,12,0,3,2,0
Foster,76561199191678078,S/G,Alternate Captain,0,1,0,1,0,2,47,9,2,0,1,4,295,123.3,0,0,12,122,15,17,90,1.1170041122299539,0.8770491803278688,6,3,1517.5,113.00358268726367,0.00,23.88,LBR,name:Foster,0,12085.9,12085.9,0,1007.1583333333333,1007.1583333333333,0,46,1,0,1,4,0
foxbrow,76561198987362385,S,,9,12,6,6,1.3333333333333333,24,76,10,20,37,9,9,489,371.5,4,9,0,0,0,0,0,0,0,0,0,1025,113.88888888888889,6.50,0.00,FOX,name:foxbrow,8100,0,8100,900,0,900,0,19,52,2,7,3,6
Frolov,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,TOR,name:Frolov,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Woke,76561198119690025,S,,1,0,0,0,0,0,9,0,3,0,0,1,47,27.4,0,0,0,0,0,0,0,0,0,0,0,38,38,0.00,0.00,,name:Get Woke,900,0,900,900,0,900,1,2,7,0,0,1,0
ghost,76561199046702548,S/G,,0,1,0,1,0,0,42,8,4,0,3,3,173,68.4,0,0,9,106,22,21,63,2.1998533431104597,0.7924528301886793,3,0,975,97.49350043330446,0.00,22.48,MOFO,name:ghost,0,9000.599999999999,9000.599999999999,0,1000.0666666666665,1000.0666666666665,0,42,0,3,0,3,0
Glenlivet,76561198432372019,G,,0,4,0,4,0,0,21,2,0,0,0,0,115,44.79999999999999,0,0,7,74,13,10,51,1.78915496834572,0.8243243243243243,4,3,1082.5,148.98155794109553,0.00,13.49,PP,name:Glenlivet,0,6539.4,6539.4,0,934.1999999999999,934.1999999999999,0,21,0,0,0,0,0
GOODLEAF,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:GOODLEAF,0,0,0,0,0,0,0,0,0,0,0,0,0
google,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,MOFO,name:google,0,0,0,0,0,0,0,0,0,0,0,0,0
GrantOsaurus,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:GrantOsaurus,0,0,0,0,0,0,0,0,0,0,0,0,0
Gumpy,76561198983591530,G,,0,0,0,0,0,2,37,7,2,0,2,2,145,46.7,0,0,10,79,13,26,40,1.3,0.8354430379746836,3,2,952.5,95.25,0.00,17.24,BB,name:Gumpy,0,9000,9000,0,900,900,0,37,0,2,0,2,0
HatTrickHomer,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:HatTrickHomer,0,0,0,0,0,0,0,0,0,0,0,0,0
hayden,76561198401353673,S,Alternate Captain,12,11,8,3,0.9166666666666666,59,127,30,66,4,27,16,1447,1052.3,38,18,0,0,0,0,0,0,0,0,0,1313.5,109.45833333333333,11.73,0.00,BB,name:hayden,10800,0,10800,900,0,900,0,51,74,2,25,11,5
imacomputa,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,TOR,name:imacomputa,0,0,0,0,0,0,0,0,0,0,0,0,0
Invincible,76561198074692393,S/G,,2,1,0,1,0.5,1,28,8,1,0,0,2,138,94.9,0,0,0,0,0,0,0,0,0,0,0,134,67,0.00,0.00,PP,name:Invincible,1800,0,1800,900,0,900,1,27,1,0,0,2,0
Jarry,76561198054769515,S/G,Captain,0,1,0,1,0,0,30,9,1,0,0,2,121,35.7,0,0,8,60,4,15,41,0.49293460400920147,0.9333333333333333,6,6,1265,155.89056851790997,0.00,10.70,BRG,name:Jarry,0,7303.2,7303.2,0,912.9,912.9,0,30,0,0,0,2,0
JB,76561198288926809,S,Alternate Captain,6,7,1,6,1.10874500624769,11,83,37,48,0,13,13,722,498.09999999999997,0,0,0,0,0,0,0,0,0,0,0,655,103.74685415603385,2.45,0.00,CG67,name:JB,5682.1,0,5682.1,947.0166666666668,0,947.0166666666668,6,71,12,2,11,12,1
John Puck,76561198038209028,S,Captain,12,10,7,3,0.7691913235218708,38,146,40,57,0,10,18,964,713.4999999999999,2,5,0,0,0,0,0,0,0,0,0,1312,100.91790164606944,8.45,0.00,MOFO,name:JohnPuck,11700.599999999999,0,11700.599999999999,975.0499999999998,0,975.0499999999998,6,71,75,4,6,10,8
jurkey,76561199027789459,S,,3,0,0,0,0,5,29,12,15,2,7,3,454,337,6,8,0,0,0,0,0,0,0,0,0,117,39,0.71,0.00,,name:jurkey,2700,0,2700,900,0,900,0,15,12,0,7,3,0
Jyler,76561198299335773,S,,2,2,1,1,1,7,13,6,7,4,0,0,112,57.9,0,4,0,0,0,0,0,0,0,0,0,185.5,92.75,1.31,0.00,FOX,name:Jyler,1800,0,1800,900,0,900,0,4,9,0,0,0,0
Kadri,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:Kadri,0,0,0,0,0,0,0,0,0,0,0,0,0
LePuckuer,76561198073174004,S,,6,6,1,5,0.8256880733944955,15,82,28,24,0,7,12,517,390.8,0,0,0,0,0,0,0,0,0,0,0,607,83.53211009174312,1.94,0.00,RR,name:LePuckuer,6540,0,6540,1090,0,1090,1,53,29,3,4,6,6
Light,76561198271974799,G,,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,1,10,3,1,6,3,0.7,1,0,72.5,72.5,0.00,1.94,TOR,name:Light,0,900,900,0,900,900,0,1,0,0,0,0,0
Lucifumu,76561199237527332,S,,5,4,1,3,0.8,6,55,25,19,2,3,8,362,286.40000000000003,0,0,0,0,0,0,0,0,0,0,0,451.5,90.3,0.67,0.00,MOFO,name:Lucifumu,4500,0,4500,900,0,900,7,51,4,2,1,8,0
MakeASaveMaggie,,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:MakeASaveMaggie,0,0,0,0,0,0,0,0,0,0,0,0,0
Mal,76561197997922795,S,,5,6,1,5,1.4325887409136733,7,44,8,12,0,2,8,277,171.99999999999997,2,2,0,0,0,0,0,0,0,0,0,430,102.66885976547991,1.95,0.00,FOX,name:Mal,3769.4,0,3769.4,753.88,0,753.88,0,24,20,0,2,7,1
Marcus,76561199865143074,S,Alternate Captain,6,10,8,2,1.5959144589849985,26,53,12,40,2,15,15,709,491.79999999999995,6,10,0,0,0,0,0,0,0,0,0,942,150.33514203638686,5.54,0.00,RR,name:Marcus,5639.4,0,5639.4,939.9,0,939.9,1,17,28,2,12,11,2
Midnight,76561198978362192,S/G,Captain,9,12,4,8,1.3333333333333333,23,83,28,44,5,14,8,890,632,15,18,1,8,0,0,8,0,1,1,1,1092,109.2,3.99,1.58,FOX,name:Midnight,8100,900,9000,900,900,900,3,42,41,2,12,4,4
Miku,76561198366630907,S/G,Alternate Captain,9,5,0,5,0.5729345708720064,1,83,25,16,4,4,8,431,342.29999999999995,3,2,1,3,1,1,1,1,0.6666666666666667,0,0,482.5,49.604194510126455,0.02,0.64,FOX,name:Miku,7854.3,900,8754.3,872.7,900,875.43,2,65,17,1,3,8,0
milk,76561198084497364,G,,1,4,0,4,4,0,36,11,5,0,0,2,195,95,0,0,9,77,7,12,58,0.7777777777777778,0.9090909090909091,8,3,1222,122.2,0.00,14.63,FOX,name:milk,900,8100,9000,900,900,900,2,35,1,0,0,2,0
MissTheNetMarge,76561199355357311,S,,3,2,0,2,0.6666666666666666,3,22,5,9,3,5,5,176,125,0,0,0,0,0,0,0,0,0,0,0,169,56.333333333333336,0.27,0.00,BB,name:MissTheNetMarge,2700,0,2700,900,0,900,1,14,8,4,1,4,1
Mobys,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:Mobys,0,0,0,0,0,0,0,0,0,0,0,0,0
moose,76561198127159353,S,Alternate Captain,9,20,14,6,2.158428663932657,36,73,38,64,12,26,20,1132,877.3999999999999,6,14,0,0,0,0,0,0,0,0,0,1609.5,173.69954672998057,7.50,0.00,PP,name:moose,8339.4,0,8339.4,926.5999999999999,0,926.5999999999999,1,34,39,6,20,13,7
Mushy,76561198011028796,S,Alternate Captain,1,0,0,0,0,1,5,5,5,1,1,2,101,65.3,0,0,0,0,0,0,0,0,0,0,0,40,40,0.17,0.00,RR,name:Mushy,900,0,900,900,0,900,0,3,2,0,1,2,0
Nakamura,76561198177471671,S/G,Alternate Captain,0,1,0,1,0,0,5,1,0,0,0,0,31,4.8,0,0,3,17,3,0,14,1,0.8235294117647058,1,0,182.5,60.833333333333336,0.00,2.33,FOX,name:Nakamura,0,2700,2700,0,900,900,0,5,0,0,0,0,0
Nakesy,76561199524714015,S/G,,9,5,1,4,0.5555555555555556,9,123,37,30,2,16,10,817,565.4,0,0,0,0,0,0,0,0,0,0,0,629.5,69.94444444444444,0.97,0.00,BB,name:Nakesy,8100,0,8100,900,0,900,5,77,46,4,12,8,2
Nate Mac,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:Nate Mac,0,0,0,0,0,0,0,0,0,0,0,0,0
Nem,76561197966112800,S,Alternate Captain,9,13,1,12,1.4029786315562272,19,90,32,20,13,10,15,687,504.30000000000007,0,0,0,0,0,0,0,0,0,0,0,937,101.12238290524499,2.30,0.00,PP,name:Nem,8339.4,0,8339.4,926.5999999999999,0,926.5999999999999,9,66,24,5,5,12,3
nickisntcool,76561199075874498,S/G,Alternate Captain,9,24,9,15,2.6666666666666665,40,109,51,57,6,13,9,1067,820.6,0,0,0,0,0,0,0,0,0,0,0,1638,182,9.31,0.00,TOR,name:nickisntcool,8100,0,8100,900,0,900,1,45,51,2,11,7,2
Oettinger,76561198023931168,S/G,,0,1,0,1,0,0,24,6,0,0,1,4,119,46.8,0,0,6,59,9,6,44,1.42552929374703,0.847457627118644,2,2,790,125.1297935622393,0.00,10.36,CG67,name:Oettinger,0,5682.1,5682.1,0,947.0166666666668,947.0166666666668,0,24,0,1,0,4,0
OfficeLAMP,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:OfficeLAMP,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogre,76561198086317978,G,,0,0,0,0,0,0,4,2,2,0,0,0,32,5.8,0,0,3,36,15,3,18,5,0.5833333333333333,0,0,220,73.33333333333333,0.00,10.29,PP,name:Ogre,0,2700,2700,0,900,900,0,4,0,0,0,0,0
Oodoo,76561198872690627,S,,1,0,0,0,0,0,1,1,0,0,1,0,13,6.9,2,0,0,0,0,0,0,0,0,0,0,-1.5,-4.522613065326633,0.00,0.00,RR,name:Oodoo,298.5,0,298.5,298.5,0,298.5,0,1,0,0,1,0,0
ORANGE,76561198114141804,G,,0,0,0,0,0,0,3,0,0,0,0,1,30,2.7,0,0,3,33,9,2,22,3,0.7272727272727273,1,0,247.5,82.5,0.00,5.07,MOFO,name:ORANGE,0,2700,2700,0,900,900,0,3,0,0,0,1,0
OVO,76561198981139688,S,,6,5,2,3,0.7919607187483501,7,54,23,24,0,12,5,511,353,3,2,0,0,0,0,0,0,0,0,0,424.5,67.23746502173492,0.77,0.00,CG67,name:OVO,5682.1,0,5682.1,947.0166666666668,0,947.0166666666668,2,33,21,3,9,3,2
PATRIKALLVIN,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:PATRIKALLVIN,0,0,0,0,0,0,0,0,0,0,0,0,0
placenta,76561198243022268,S,,5,2,0,2,0.4515692029803567,5,45,21,12,4,2,4,374,257.2,0,0,0,0,0,0,0,0,0,0,0,265.5,59.945811695642355,0.28,0.00,BRG,name:placenta,3986.1000000000004,0,3986.1000000000004,797.22,0,797.22,1,36,9,0,2,2,2
player 43,76561198180293369,S,Captain,9,29,19,10,3.2222222222222223,44,92,28,65,8,24,5,1343,1060.6999999999998,43,35,0,0,0,0,0,0,0,0,0,2015.5,223.94444444444446,13.61,0.00,TOR,name:player 43,8100,0,8100,900,0,900,0,31,48,3,19,3,2
Pogba,76561198109056374,S,,6,6,3,3,0.9503528624980201,13,60,15,15,3,7,4,418,317.7,8,19,0,0,0,0,0,0,0,0,0,532.5,84.34381654669927,3.11,0.00,CG67,name:Pogba,5682.1,0,5682.1,947.0166666666668,0,947.0166666666668,0,30,28,1,6,2,2
Poro,76561198072423953,S,Captain,12,19,8,11,1.5489972281102233,30,132,42,47,1,19,18,1208,786.8,34,35,0,0,0,0,0,0,0,0,0,1506.5,122.8191749551606,5.83,0.00,PP,name:Poro,11039.4,0,11039.4,919.9499999999999,0,919.9499999999999,9,82,42,5,14,15,3
pretty,76561198099463628,S,,11,12,4,8,0.9999444475306927,36,155,54,65,5,19,7,1381,944.6,33,24,0,0,0,0,0,0,0,0,0,1171.5,97.61957669018388,7.46,0.00,MOFO,name:pretty,10800.6,0,10800.6,981.8727272727273,0,981.8727272727273,3,81,72,1,18,6,1
puff,76561198317592509,G,,0,0,0,0,0,0,8,4,1,1,0,0,46,16.3,0,0,3,36,10,6,20,3.3333333333333335,0.7222222222222222,0,0,280,93.33333333333333,0.00,7.14,CG67,name:puff,0,2700,2700,0,900,900,0,8,0,0,0,0,0
Pyros,76561198116230416,S,Captain,9,13,2,11,1.5114521567259622,18,75,28,42,2,6,10,706,470,1,4,0,0,0,0,0,0,0,0,0,882.5,102.60434833158935,3.30,0.00,RR,name:Pyros,7740.9,0,7740.9,860.0999999999999,0,860.0999999999999,5,46,23,0,6,10,0
Quick,76561198018657100,S/G,,0,2,0,2,0,1,20,7,1,0,0,0,74,19.299999999999997,0,0,8,65,17,14,34,2.125,0.7384615384615385,6,0,591,73.875,0.00,13.14,TOR,name:Quick,0,7200,7200,0,900,900,0,17,0,0,0,0,0
Radioheadlover,76561199014254328,S,,6,12,4,8,2.25,20,61,13,26,0,10,5,505,397.40000000000003,19,16,0,0,0,0,0,0,0,0,0,779,146.0625,4.02,0.00,RR,name:Radioheadlover,4800,0,4800,800,0,800,0,14,34,1,7,2,3
Retep,,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:Retep,0,0,0,0,0,0,0,0,0,0,0,0,0
richardp,76561199237272742,S,,6,6,3,3,0.857061232263594,19,67,12,26,1,10,4,515,335.30000000000007,12,6,0,0,0,0,0,0,0,0,0,573,81.84934768117323,4.57,0.00,MOFO,name:richardp,6300.599999999999,0,6300.599999999999,1050.1,0,1050.1,1,23,43,2,8,3,1
rockhopper,76561198153082831,S,Alternate Captain,3,4,0,4,1.3333333333333333,2,24,6,1,0,0,2,111,88.5,0,0,0,0,0,0,0,0,0,0,0,212,70.66666666666667,0.57,0.00,MOFO,name:rockhopper,2700,0,2700,900,0,900,0,14,10,0,0,2,0
ronin,76561198162726240,S,,5,5,2,3,0.9211307391562443,9,65,29,20,0,6,10,554,397.2,0,0,0,0,0,0,0,0,0,0,0,541.5,99.75845905062127,1.04,0.00,LBR,name:ronin,4885.299999999999,0,4885.299999999999,977.0599999999998,0,977.0599999999998,4,47,17,1,5,10,0
SiddedOn,76561199749591762,S,,9,13,2,11,1.4029786315562272,17,73,44,36,10,8,15,680,451,0,0,0,0,0,0,0,0,0,0,0,935,100.90654003885172,1.85,0.00,RR,name:SiddedOn,8339.4,0,8339.4,926.5999999999999,0,926.5999999999999,6,59,9,2,5,13,1
silly,76561198353224230,S,Alternate Captain,9,2,0,2,0.21584286639326572,3,97,32,20,3,4,8,543,340.79999999999995,0,0,0,0,0,0,0,0,0,0,0,432,46.622059140945396,0.59,0.00,PP,name:silly,8339.4,0,8339.4,926.5999999999999,0,926.5999999999999,3,76,21,0,4,7,1
Skidz,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:Skidz,0,0,0,0,0,0,0,0,0,0,0,0,0
SoCanadian,76561198143149955,S,Alternate Captain,8,7,4,3,0.8626355570161025,26,82,17,28,12,11,18,741,544,3,1,0,0,0,0,0,0,0,0,0,850,104.74860335195531,4.10,0.00,BRG,name:SoCanadian,7303.2,0,7303.2,912.9,0,912.9,2,36,46,3,8,15,3
stinkyshawn,76561198068115505,S,Alternate Captain,11,12,4,8,0.9655012113464272,37,116,47,66,4,23,25,1466,1044.7,30,29,0,0,0,0,0,0,0,0,0,1175.5,94.57888949481044,7.18,0.00,LBR,name:stinkyshawn,11185.9,0,11185.9,1016.9,0,1016.9,1,49,62,6,17,22,3
Sundin,76561197978559731,G,,0,0,0,0,0,0,1,0,0,0,0,0,18,15.1,0,0,1,12,3,2,7,3,0.75,0,0,92.5,92.5,0.00,2.88,BRG,name:Sundin,0,900,900,0,900,900,0,1,0,0,0,0,0
SupaWoov,76561198079525076,S/G,Captain,3,0,0,0,0,2,39,18,16,1,3,3,242,196.99999999999997,0,0,0,0,0,0,0,0,0,0,0,151.5,50.5,0.29,0.00,LBR,name:SupaWoov,2700,0,2700,900,0,900,0,31,8,1,2,2,1
Sven,76561198055585043,S,,2,1,1,0,0.5,2,21,4,5,0,0,4,103,68.3,0,0,0,0,0,0,0,0,0,0,0,166.5,83.25,0.44,0.00,LBR,name:Sven,1800,0,1800,900,0,900,0,13,8,0,0,3,1
ttearr,76561198763818494,G,,0,0,0,0,0,0,10,4,2,0,0,0,35,16.4,0,0,2,14,2,4,8,1,0.8571428571428572,1,1,245,122.5,0.00,3.59,BB,name:ttearr,0,1800,1800,0,900,900,0,10,0,0,0,0,0
v,76561198999789726,S,,9,19,3,16,2.112519457416055,18,111,55,39,6,10,9,831,617.3000000000001,0,0,0,0,0,0,0,0,0,0,0,1199,133.31109628641315,3.40,0.00,TOR,name:v,8094.6,0,8094.6,899.4000000000001,0,899.4000000000001,9,70,29,0,9,6,2
VanHiggy,76561198167026110,S,Alternate Captain,8,8,5,3,1,28,75,24,51,0,14,6,784,604.2,18,21,0,0,0,0,0,0,0,0,0,797.5,99.6875,6.50,0.00,BRG,name:VanHiggy,7200,0,7200,900,0,900,1,23,50,3,11,6,0
Vanxity,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,BRG,name:Vanxity,0,0,0,0,0,0,0,0,0,0,0,0,0
walker,76561198157694887,S,,9,19,1,18,2.111111111111111,9,134,31,19,0,3,17,497,320.59999999999997,0,0,0,0,0,0,0,0,0,0,0,1177.5,130.83333333333334,1.59,0.00,TOR,name:walker,8100,0,8100,900,0,900,8,100,18,2,1,11,3
Winky,76561198064107575,S,,2,1,0,1,0.5,0,17,4,5,0,4,4,122,95.2,0,0,0,0,0,0,0,0,0,0,0,96.5,48.25,0.00,0.00,LBR,name:Winky,1800,0,1800,900,0,900,1,16,1,0,5,4,0
xittrix,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,CG67,name:xittrix,0,0,0,0,0,0,0,0,0,0,0,0,0
Zen,76561198248012002,G,,0,3,0,3,0,0,19,10,3,0,0,0,115,19.5,0,0,9,69,12,5,52,1.2950571983595942,0.8260869565217391,5,2,909.5,98.15454349233758,0.00,11.75,RR,name:Zen,0,8339.4,8339.4,0,926.5999999999999,926.5999999999999,0,17,0,0,0,0,0
Ziggy,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,name:Ziggy,0,0,0,0,0,0,0,0,0,0,0,0,0
