match_id,week,home_team_id,away_team_id,stage,status,imported_on
M1-G1,1,TOR,BCL,reg,final,2026-06-17
M1-G2,1,TOR,BCL,reg,final,2026-06-17
M1-G3,1,TOR,BCL,reg,final,2026-06-17
M2-G1,1,SEA,LL,reg,final,2026-06-20
M2-G2,1,SEA,LL,reg,final,2026-06-20
M2-G3,1,SEA,LL,reg,final,2026-06-20
M3-G1,1,PKN,NK,reg,final,2026-06-20
M3-G2,1,PKN,NK,reg,final,2026-06-20
M3-G3,1,PKN,NK,reg,final,2026-06-20
M4-G1,2,BCL,SEA,reg,final,2026-06-28
M4-G2,2,BCL,SEA,reg,final,2026-06-28
M4-G3,2,BCL,SEA,reg,final,2026-06-28
M5-G1,2,TOR,PKN,reg,final,2026-06-26
M5-G2,2,TOR,PKN,reg,final,2026-06-26
M5-G3,2,TOR,PKN,reg,final,2026-06-26
M6-G1,3,LL,NK,reg,final,2026-07-05
M6-G2,3,LL,NK,reg,final,2026-07-05
M6-G3,3,LL,NK,reg,final,2026-07-05
M7-G1,3,PKN,BCL,reg,final,2026-07-06
M7-G2,3,PKN,BCL,reg,final,2026-07-06
M7-G3,3,PKN,BCL,reg,final,2026-07-06
M9-G1,3,LL,TOR,reg,final,2026-07-04
M9-G2,3,LL,TOR,reg,final,2026-07-04
M9-G3,3,LL,TOR,reg,final,2026-07-04
M8-G1,4,NK,SEA,reg,final,2026-07-12
M8-G2,4,NK,SEA,reg,final,2026-07-12
M8-G3,4,NK,SEA,reg,final,2026-07-12
M11-G1,4,PKN,LL,reg,final,2026-07-12
M11-G2,4,PKN,LL,reg,final,2026-07-12
M11-G3,4,PKN,LL,reg,final,2026-07-12
M12-G1,4,SEA,TOR,reg,final,2026-07-12
M12-G2,4,SEA,TOR,reg,final,2026-07-12
M12-G3,4,SEA,TOR,reg,final,2026-07-12
M13-G1,5,LL,BCL,reg,final,2026-07-19
M13-G2,5,LL,BCL,reg,final,2026-07-19
M13-G3,5,LL,BCL,reg,final,2026-07-19
M10-G1,6,BCL,NK,reg,final,2026-07-26
M10-G2,6,BCL,NK,reg,final,2026-07-26
M10-G3,6,BCL,NK,reg,final,2026-07-26
M15-G1,6,SEA,PKN,reg,final,2026-07-20
M15-G2,6,SEA,PKN,reg,final,2026-07-20
M15-G3,6,SEA,PKN,reg,final,2026-07-20
M18-G1,6,NK,PKN,reg,final,2026-07-25
M18-G2,6,NK,PKN,reg,final,2026-07-25
M18-G3,6,NK,PKN,reg,final,2026-07-25
M16-G1,7,BCL,TOR,reg,final,2026-07-30
M16-G2,7,BCL,TOR,reg,final,2026-07-30
M16-G3,7,BCL,TOR,reg,final,2026-07-30
M14-G1,7,TOR,NK,reg,final,2026-07-31
M14-G2,7,TOR,NK,reg,final,2026-07-31
M14-G3,7,TOR,NK,reg,final,2026-07-31
M17-G1,7,LL,SEA,reg,final,2026-07-31
M17-G2,7,LL,SEA,reg,final,2026-07-31
M17-G3,7,LL,SEA,reg,final,2026-07-31
M21-G1,7,NK,LL,reg,final,2026-08-01
M21-G2,7,NK,LL,reg,final,2026-08-01
M21-G3,7,NK,LL,reg,final,2026-08-01
M19-G1,8,SEA,BCL,reg,Scheduled,
M19-G2,8,SEA,BCL,reg,Scheduled,
M19-G3,8,SEA,BCL,reg,Scheduled,
M20-G1,8,PKN,TOR,reg,Scheduled,
M20-G2,8,PKN,TOR,reg,Scheduled,
M20-G3,8,PKN,TOR,reg,Scheduled,
M22-G1,8,BCL,PKN,reg,Scheduled,
M22-G2,8,BCL,PKN,reg,Scheduled,
M22-G3,8,BCL,PKN,reg,Scheduled,
M23-G1,8,SEA,NK,reg,Scheduled,
M23-G2,8,SEA,NK,reg,Scheduled,
M23-G3,8,SEA,NK,reg,Scheduled,
M24-G1,8,TOR,LL,reg,Scheduled,
M24-G2,8,TOR,LL,reg,Scheduled,
M24-G3,8,TOR,LL,reg,Scheduled,
M25-G1,9,NK,BCL,reg,Scheduled,
M25-G2,9,NK,BCL,reg,Scheduled,
M25-G3,9,NK,BCL,reg,Scheduled,
M26-G1,9,LL,PKN,reg,Scheduled,
M26-G2,9,LL,PKN,reg,Scheduled,
M26-G3,9,LL,PKN,reg,Scheduled,
M27-G1,9,TOR,SEA,reg,Scheduled,
M27-G2,9,TOR,SEA,reg,Scheduled,
M27-G3,9,TOR,SEA,reg,Scheduled,
M28-G1,10,BCL,LL,reg,Scheduled,
M28-G2,10,BCL,LL,reg,Scheduled,
M28-G3,10,BCL,LL,reg,Scheduled,
M29-G1,10,NK,TOR,reg,Scheduled,
M29-G2,10,NK,TOR,reg,Scheduled,
M29-G3,10,NK,TOR,reg,Scheduled,
M30-G1,10,PKN,SEA,reg,Scheduled,
M30-G2,10,PKN,SEA,reg,Scheduled,
M30-G3,10,PKN,SEA,reg,Scheduled,
M31-G1,11,1st,4th,sf,Scheduled,
M31-G2,11,1st,4th,sf,Scheduled,
M31-G3,11,1st,4th,sf,Scheduled,
M31-G4,11,1st,4th,sf,Scheduled,
M31-G5,11,1st,4th,sf,Scheduled,
M32-G1,11,2nd,3rd,sf,Scheduled,
M32-G2,11,2nd,3rd,sf,Scheduled,
M32-G3,11,2nd,3rd,sf,Scheduled,
M32-G4,11,2nd,3rd,sf,Scheduled,
M32-G5,11,2nd,3rd,sf,Scheduled,
M33-G1,12,TBD,TBD,f,Scheduled,
M33-G2,12,TBD,TBD,f,Scheduled,
M33-G3,12,TBD,TBD,f,Scheduled,
M33-G4,12,TBD,TBD,f,Scheduled,
M33-G5,12,TBD,TBD,f,Scheduled,
